"component","assoc_scheme","psat_aad_percent","liquid_density_aad_percent","temperature_range_K","source_table","source_status","source_method","source_reference"
"1-nonanol","2B","0.86","1.23","268-670","table_001","source_table","source_table","Gross and Sadowski 2002 Table 1"
