"component","source_name","nist_id","status","needed_properties","notes"
"methanol","nist_chemistry_webbook","C67561","public_source_candidate","T_K,p_sat_Pa,rho_sat_liq_mol_m3","Fetch first from NIST Chemistry WebBook saturation table."
