"component","assoc_scheme","psat_aad_percent","liquid_density_aad_percent","temperature_range_K","source_table","source_status","source_method","source_reference"
"1-pentanol","2B","0.50","0.52","250-588","table_001","source_table","source_table","Gross and Sadowski 2002 Table 1"
